query,completo,solo_r,knn_euclideo
0,0.9569863028907274,0.9267654487106292,0.9510447442004148
1,0.9871307389167083,0.9576859662648438,0.9871307389167083
2,0.981104182243961,0.9615728561119048,0.9768985054620872
3,0.968259891875375,0.9662067950359086,0.9274260558964992
4,0.9762959973849237,0.9807967065689783,0.9742025071451742
5,0.9988346066082036,0.9919970300442281,0.9989458323520304
6,0.9853397963135864,0.9762238923431514,0.982121312576019
7,0.9382196935205938,0.8796212038307907,0.916934333723702
8,0.9543201490068045,0.9628431660584273,0.9624961864969593
9,0.9944584645181698,0.9675191033974828,0.9943472387743427
10,0.983804923868712,0.9829236517141682,0.9881583604035146
11,0.9641573677758862,0.8921515546568272,0.9699776768634768
12,0.992719009647537,0.986046694620139,0.992719009647537
13,0.9897202130950516,0.9862789250863426,0.9904247753410114
14,0.9727852334575491,0.9585544015704903,0.9745540048305781
15,0.9686092376906915,0.9349394778294172,0.958531388435267
16,0.9725878735560591,0.9755341689183722,0.9740506510206693
17,0.9770103257088507,0.9576226955244237,0.9773153239653144
18,0.9778244798073127,0.9584822272717449,0.9732160102881435
19,0.999579321705411,0.9983360743391054,0.999486479000417
20,0.962619970460211,0.9604544699578017,0.9617933651097539
21,0.9319247065935642,0.9166598879726621,0.9540909285917739
22,0.9719185278132388,0.951387175419348,0.9515624181737763
23,0.9543424785139686,0.9168166339147225,0.9658337474166516
24,0.9634492202356645,0.9656233963455674,0.9662295612773872
25,0.9775674427242684,0.9755558508137158,0.9771627343698954
26,0.9417214719133332,0.9215003334620587,0.9480364733588442
27,0.992190482558017,0.9910967051035682,0.9935587730858626
28,0.9916242740047309,0.9704881247446782,0.9879624172259384
29,0.9702538433750797,0.980030412978194,0.9702538433750797
30,0.9182432877998047,0.8526356334509403,0.9564804254972428
31,0.9535350250322047,0.9343848938575209,0.9542063005469547
32,0.9763364746267115,0.9586302649703656,0.9757074087658922
33,0.9308915574368994,0.9162850277085234,0.9348884155447129
34,0.9462390507708269,0.9447486233832526,0.9577679829711687
35,0.9946667339550084,0.9916247984889814,0.9950890709996951
36,0.9822960489885358,0.9860873571428612,0.9820947320391125
37,0.9718354282056912,0.9733915508078936,0.9827151158898197
38,0.9911248073063293,0.9615094924819925,0.9911248073063293
39,0.9410334299014695,0.9752770371601596,0.9920513306902258
40,0.9647846208475301,0.9151267232006112,0.9658989341356969
41,0.9846811702628094,0.997014518434314,0.984272187197617
42,0.9814019612043267,0.98113619955947,0.9809545998091045
43,0.991163161067752,0.9869798890719661,0.9902851876975826
44,0.9948464932703139,0.9917274601060895,0.9946439885377115
45,0.994481495211775,0.9869027149022147,0.9960147791786944
46,0.9932546174070411,0.991045615474138,0.9932546174070411
47,0.9765585726107655,0.9433851873218185,0.9765585726107655
48,0.9794805920463547,0.9815534490988119,0.9799366569498936
49,0.9738863805664095,0.9646085037379645,0.9807020117887691
50,0.9677324577891762,0.9410595161792424,0.9688221171276656
51,0.9800315557120868,0.9755195475208277,0.980125706212349
52,1.0,0.9914546211566626,1.0
53,0.9636663090046214,0.9569096179372241,0.9713588544906332
54,0.9844073873285064,0.981491982494221,0.9840927625363974
55,0.954538372701704,0.9553892313159571,0.9580655818726238
56,0.9569999049658741,0.9479457921707568,0.9415547165040634
57,0.9933782834057365,0.9727981591275968,0.9933782834057365
58,0.9585595400199628,0.9544362652709296,0.9652216511041051
59,0.9684245164480568,0.9621624010352318,0.9628596118665541
60,0.9875712607025009,0.9775145141533631,0.9875712607025009
61,0.9823493779934611,0.9756767733319475,0.9823493779934611
62,0.9921133331888949,0.9884129617508541,0.9921133331888949
63,0.9613511605298164,0.9464817300234091,0.9626895442848575
64,0.9584169471059443,0.9433851873218185,0.9451618474206737
65,0.9854207915069538,0.9685541799655286,0.9764296261420253
66,0.9733364168894415,0.9620350537301997,0.9723573148696688
67,0.9579233555208755,0.974838160043221,0.9678238620797026
68,0.9918968570394677,0.9908381781756259,0.9924812818545525
69,0.9915299499489576,0.9772892227987641,0.9919096928999259
70,0.9446105603838374,0.9315083144745215,0.9528357354498728
71,0.9845566098687553,0.985837372009259,0.9848424503467202
72,0.9608914958334928,0.954761786389566,0.9844336480818382
73,0.9681495980826872,0.9719952264002463,0.9783554807144411
74,0.9488860160007924,0.9321878590705256,0.9578179972339723
75,0.9549903714179945,0.9750367641087627,0.9669250547325129
76,0.9969089800300802,0.9878917001146499,0.994688276335366
77,0.9851882924809026,0.9741671756702273,0.984556929882602
78,0.9687868760568175,0.9576272832352315,0.9759543769287983
79,0.9924386596453876,0.9672421825010508,0.9906896679527815
80,0.9880621882939483,0.9979429687574157,0.987810764570739
81,0.9486036378110861,0.9696341558125269,0.9758666319033135
82,0.996567022818261,0.9953310571521935,0.9967718204503204
83,0.9798383841634758,0.9772860311987749,0.9806037459743634
84,0.9868773182159954,0.9760583192860293,0.9870738088244045
85,0.9519410777357148,0.9185833607714087,0.9522679058250052
86,0.9918646413214056,0.9790367273415845,0.990185092873169
87,0.9554982530021373,0.9581556398951745,0.9783751724300506
88,0.9714793055282239,0.9565144915683353,0.9706688385552976
89,0.9694951144801232,0.9720039096709546,0.9694951144801232
90,0.9831970317063511,0.9470194350790728,0.9831970317063511
91,0.9842993378885823,0.9799861065800048,0.9900788844706745
92,0.9920573199428728,0.9795056461685581,0.9908806005265309
93,0.9797754341934711,0.9402244095143758,0.9870716568320336
94,0.9840911938313676,0.9473661695084984,0.9847903645655689
95,0.9948729056852749,0.9859095616614734,0.9954371571500981
96,0.9508580945754747,0.9404644978705924,0.9538578070703849
97,0.987369499933404,0.9886871336983923,0.988887936750838
98,0.9902324310019847,0.9800338628020147,0.9853211435618944
99,0.9717284812419156,0.9718090828491317,0.9710413493101195
