query,completo,solo_r,knn_euclideo
0,0.9802695954283767,0.9264108855606933,0.9660369705871639
1,0.9774545924859378,0.8882063442366048,0.9774545924859378
2,0.9380577663627829,0.9389307716737556,0.9379697689335409
3,0.9138705994770921,0.8708150959277929,0.9137461136150186
4,0.9817058637715745,0.9817058637715745,0.9817058637715745
5,0.9817058637715745,1.0,0.9962500333886408
6,1.0,1.0,1.0
7,1.0,0.9712811862889028,1.0
8,0.959202580428929,0.9527189347012317,0.9645813557857559
9,0.9869656495303176,0.9899348916509031,0.987349012779426
10,0.9920397882182102,0.983833719172463,0.9922637486644771
11,1.0,1.0,1.0
12,0.9868751168602433,0.9473044872001273,0.9862501224250168
13,0.9781047096898794,0.9813927491171477,0.9630222749866127
14,0.9710057068121812,0.9459942731357732,0.9823251435363951
15,0.9836711800642075,0.9142337818387397,0.9748953617583433
16,1.0,1.0,1.0
17,0.9953940679172163,0.9565836745292976,0.9951473215556387
18,0.9967678478324566,1.0,0.9972710616132351
19,0.9817058637715745,0.933037364884516,0.9817058637715745
20,0.9349738274476423,0.88604123787265,0.9349738274476423
21,0.9648194894096399,0.9454659688621043,0.9130590274540739
22,0.9618872713424224,0.885444219721632,0.9547744623442939
23,0.9895833333333333,1.0,0.9895833333333333
24,0.9643507295162422,0.9233852542132969,0.9643507295162422
25,1.0,1.0,1.0
26,0.9356363749479604,0.8982173067943859,0.9356363749479604
27,0.9931923088887266,1.0,0.9919869276271455
28,1.0,1.0,1.0
29,1.0,0.9840948029502621,0.9783541647244433
30,1.0,1.0,1.0
31,0.972048262939444,0.8745555200282626,0.972048262939444
32,0.9825558140527633,0.9257560135305574,0.9825558140527633
33,0.954681072453477,0.8879833196402881,0.9542780441504192
34,1.0,1.0,1.0
35,0.9792718728251995,0.957119189696379,0.9813162632348015
36,0.949687477833035,0.9238521410745472,0.944411048237846
37,0.9642857142857143,1.0,0.9642857142857143
38,0.9844543821449372,0.9497907235166867,0.9955082081581627
39,1.0,1.0,1.0
40,0.9948006117753206,1.0,1.0
41,0.9870015294383014,1.0,0.9870015294383014
42,0.9922947622020759,1.0,0.9960703287230587
43,0.9915227365901966,1.0,1.0
44,1.0,1.0,1.0
45,0.9705669479986534,0.9083928520601641,0.9877841797012169
46,0.9104473186327267,0.9477275518898809,0.9104473186327267
47,0.9294917441396402,0.8724972728011964,0.9294917441396402
48,1.0,1.0,1.0
49,0.9967982765022564,0.9572665349322954,0.9985958121484935
50,0.9798299594732264,0.9138900830033843,0.9798299594732264
51,0.9583333333333334,0.9633180389503199,0.9545454545454546
52,1.0,0.9418120109492606,1.0
53,0.9875900488422082,0.9236930629729504,1.0
54,0.9486478981992822,0.8902249950189607,0.9490057078279477
55,1.0,1.0,1.0
56,0.9707602864614427,0.8456086253672631,0.9707602864614427
57,0.9578854134052718,0.8902249950189607,0.9578854134052718
58,0.8478333285894863,0.8548113414929892,0.8524392606722699
59,0.9841269841269842,1.0,0.9918032786885247
60,0.9462202974878748,1.0,0.9462202974878748
61,0.9923631414354201,1.0,1.0
62,0.9583333333333334,1.0,1.0
63,0.9703824351804118,0.9344290097887917,0.9760441494759934
64,0.9569771662299206,0.8841083045941931,0.921309026342551
65,0.96,1.0,0.96
66,0.9392505335573074,0.9003462583728619,0.9288648702943939
67,0.9817751187049326,0.9897001476453393,0.9859670609102018
68,0.9772115024489348,0.8896410198024447,0.9771426662992935
69,0.9196316556189337,0.9273596527249751,0.9223127974720502
70,0.922445821736449,0.9419924783473032,0.9478646117706986
71,1.0,1.0,1.0
72,0.9679521139246753,0.9589498430338027,0.9702955215835459
73,0.9821884339224924,0.9490297216502336,0.9821884339224924
74,0.9772727272727272,1.0,0.9767441860465116
75,0.9977495613803323,1.0,0.9986533362595262
76,1.0,1.0,1.0
77,0.9067564673221117,0.938399648590749,0.9067564673221117
78,0.9470443523109258,0.8977576024888442,0.9483205384731492
79,1.0,1.0,1.0
80,0.9554289676024135,0.9969101826239769,0.9554289676024135
81,0.9947166473730621,1.0,0.9971982220917753
82,1.0,0.9326166614484351,1.0
83,1.0,0.938399648590749,1.0
84,0.9982085658390568,0.9926455163348878,0.9981189941310098
85,0.9722222222222223,1.0,0.9512557353936301
86,1.0,1.0,1.0
87,0.9959001603779314,0.8581051191649522,0.9941329881270397
88,0.9172320318106876,0.9686852374045504,0.9173213570921083
89,0.9007653616229574,0.8906835346312274,0.9127724783879132
90,1.0,1.0,1.0
91,0.8266374953747493,0.9083928520601641,0.8125069398982578
92,1.0,1.0,1.0
93,0.9454659688621043,0.9065260980764768,0.9414885958886409
94,1.0,1.0,1.0
95,0.9817058637715745,0.9643507295162422,0.9008636626471189
96,0.9905872874748983,0.9463923800181311,0.9905872874748983
97,1.0,1.0,1.0
98,0.9331298238727325,0.8461538461538459,0.9394066320690048
99,0.9792718728251995,0.9803779653324356,0.9845502214680092
