query,completo,solo_r,knn_euclideo
0,0.9563552418181143,0.9621379422632318,0.9559925324065509
1,0.9841733270193812,0.9616516563133396,0.9830850294413654
2,0.9833182150173915,0.9810822336575046,0.9855251421234789
3,0.9854388530003858,0.9723819929028783,0.9888319092227119
4,0.9585822331499056,0.980583798183961,0.9564474552990767
5,0.9985280861249246,0.9884495078181452,0.9985280861249246
6,0.9691717436107838,0.9678047375679327,0.9762453226374758
7,0.9386438432244061,0.9405389516426558,0.9201927546772181
8,0.9697721656501671,0.968343893727244,0.9643012664726774
9,0.9915397143171524,0.977963419888854,0.9926500661645093
10,0.9558768795332337,0.9680542808216979,0.9633012320294819
11,0.9626304489326475,0.9658565906863731,0.973327655800264
12,0.992719009647537,0.986046694620139,0.992719009647537
13,0.9897202130950516,0.9862789250863426,0.9904247753410114
14,0.971277609047977,0.9443489096358684,0.968766927157882
15,0.9870833492873492,0.982600278778185,0.9875646849232711
16,0.9721059891030766,0.9723762338154915,0.9726464785279065
17,0.9647662004233214,0.9575714307401916,0.966545656531858
18,0.9656516440815149,0.9195979753015349,0.9658175977145795
19,0.9943281246375747,0.9950633348535475,0.9955014538956333
20,0.962619970460211,0.9604544699578017,0.9617933651097539
21,0.9788439704794519,0.9453240005140945,0.9773137492245343
22,0.9561522302013398,0.9640877323727617,0.9545614817780099
23,0.9662794502415667,0.9430884622892182,0.9779067695724135
24,0.9669850651511943,0.9762105147568907,0.9683925371548348
25,0.9788138714161104,0.9754066510075139,0.9697719582026508
26,0.9712412851058059,0.9751847154641312,0.9727979210659882
27,0.9907832047532935,0.9894793517899513,0.992457012655691
28,0.9775736168920923,0.982118931303916,0.9898922108927415
29,0.9932372351827874,0.985680086161196,0.9895471338715435
30,0.9931761583892535,0.9917910014575003,0.9926997359539173
31,0.9923442026050888,0.9915951874636609,0.9925653106131868
32,0.9763364746267115,0.9586302649703656,0.9757074087658922
33,0.9821693718655313,0.9321413622997698,0.98294388742876
34,0.9600285341504806,0.9646170316948112,0.9586228883313511
35,0.9782389808399875,0.9855347521128399,0.9836952783223541
36,0.9900792322741725,0.9892955744822725,0.9900792322741725
37,0.9895431043860364,0.9906724918222509,0.9895431043860364
38,0.9911248073063293,0.9615094924819925,0.9911248073063293
39,0.9718254373486812,0.97557020320278,0.9750479771073043
40,0.9677732427308248,0.9196880670948755,0.9677732427308248
41,0.9882052029740905,0.9806549452807487,0.9882052029740905
42,0.9929476350530231,0.9901935439967082,0.9929476350530231
43,0.9845443010332986,0.9895937358795602,0.9853249255712088
44,0.9948464932703139,0.9917274601060895,0.9946439885377115
45,0.994481495211775,0.9869027149022147,0.9960147791786944
46,0.9755988347106733,0.9848257528863998,0.9755988347106733
47,0.9865353099500738,0.9800977876251685,0.9865353099500738
48,0.9787906004451946,0.9763472867163793,0.97540103259276
49,0.9950170526037946,0.9908380521021598,0.9954082503170374
50,0.9733204830228959,0.9710631320166353,0.9735805297742319
51,0.9888390722234836,0.9888625582180423,0.9884510657341952
52,1.0,0.9914546211566626,1.0
53,0.9821011207008319,0.9718290521561627,0.9821011207008319
54,0.9844073873285064,0.9794041740903267,0.9840927625363974
55,0.9752695813561376,0.9691564153479297,0.9721320943724521
56,0.9519742730329652,0.9721126340112524,0.9531991364584327
57,0.9933782834057365,0.9804404095442559,0.9933782834057365
58,0.9632065586071096,0.9579889233595424,0.9579889233595424
59,0.9684245164480568,0.9621624010352318,0.9628596118665541
60,0.9853999035731938,0.9805379951660983,0.9876486937242165
61,0.982136045100034,0.9774307815582425,0.9827048085759958
62,0.9904427213107957,0.9904517723498302,0.9943289527765455
63,0.9390712288542258,0.9390712288542258,0.9390712288542258
64,0.9611871399084695,0.9615334660854331,0.9655486557053116
65,0.9189351937870911,0.9221729837803062,0.9237964356137542
66,0.9733364168894415,0.9620350537301997,0.9723573148696688
67,0.9831603976328959,0.9821823541213828,0.9891564407037143
68,0.9887489647431298,0.9869818355278118,0.9910053147127774
69,0.9943268770388077,0.994326877038808,0.9943268770388077
70,0.9676630751429233,0.963333487441596,0.9694482200511233
71,0.9845566098687553,0.985837372009259,0.9848424503467202
72,0.9608914958334928,0.9819655008450481,0.9844336480818382
73,0.9681495980826872,0.9719952264002463,0.9783554807144411
74,0.9123841441328918,0.9043835397332712,0.9416987408878815
75,0.9555038713032938,0.9783717472598821,0.9555917340367797
76,0.9963212381278146,0.9912188730652856,0.9941005344331004
77,0.9848596835046282,0.9774328439900162,0.9810373315967023
78,0.9864091233577965,0.9759631729994159,0.9852429021213752
79,0.9917631222986253,0.9910328418165512,0.9920489839659741
80,0.993401417121935,0.9983521936998355,0.987810764570739
81,0.8995696727014719,0.9086375017625914,0.9631867595547434
82,0.994417907997713,0.9964036041617784,0.994417907997713
83,0.978623735994067,0.9743169240209149,0.9781477157717978
84,0.9719739124373774,0.9696606528945154,0.9812137574814526
85,0.9791052227672906,0.9756203166149635,0.9782724519677544
86,0.9930719523101753,0.9803136521535732,0.9884478086747478
87,0.9751529389487404,0.9698608816564361,0.9752462810742907
88,0.9714793055282239,0.9650212395640853,0.9706688385552976
89,0.9695208252768764,0.972994434301394,0.9702590397059438
90,0.968045316143675,0.9608472857644272,0.9692450079612539
91,0.994719019165566,0.9829114538963808,0.9947254235692514
92,0.9734294521647174,0.9659678202050423,0.975575807014761
93,0.9932224373488164,0.9680594502053105,0.9932224373488163
94,0.9840911938313676,0.9808228146494488,0.9849851426062155
95,0.9650413847655862,0.9665636343057431,0.9742388999579368
96,0.9940859251600509,0.9861440551415908,0.9935140402832378
97,0.986382251976468,0.9860603384218167,0.986382251976468
98,0.9959886820156176,0.9904757997143486,0.9935634865440558
99,0.9806136169938179,0.983636373981696,0.9828301645831559
