query,completo
0,0.9908416444716729
1,0.9890089550008102
2,0.958351478088812
3,0.9496377302329339
4,0.9832668046153359
5,0.9989458323520306
6,0.9801916190024805
7,0.9821244366075471
8,0.9831421375839314
9,0.9947154280187409
10,0.9971020311823844
11,0.9612509304683927
12,0.9952709882614527
13,0.9947145813642816
14,0.9919624600751896
15,0.9826469878591948
16,0.9798415377388366
17,0.99283931931119
18,0.9755497097754336
19,0.9917528761400501
20,0.9726565663257093
21,0.9819450652529261
22,0.9889656170850312
23,0.9923403629863095
24,0.9810905169674617
25,0.9826061202654388
26,0.9634383090664499
27,0.9950664680837167
28,0.9949875765316708
29,0.9910704296188039
30,0.995130997241472
31,0.9868614838410315
32,0.9852222638607762
33,0.9779548277218961
34,0.9705463908791733
35,0.9935889733823546
36,0.9936521760098348
37,0.9926541165068413
38,0.9739125070222803
39,0.9665204337086806
40,0.9925291495147617
41,0.996935883871061
42,0.9962211236794581
43,0.9918213162574235
44,0.9925423220977241
45,0.9928477184163603
46,0.9926410124741246
47,0.9788215981976138
48,0.9917560610146785
49,0.9792431801242538
50,0.9961089602613555
51,0.993359217752104
52,0.9952437838932462
53,0.9786676093078478
54,0.9922030631614298
55,0.9750190765975579
56,0.9773982486686352
57,0.9933782834057365
58,0.99058654251059
59,0.9865285961817295
60,0.9856601124177669
61,0.9906821440447602
62,0.9980602817563793
63,0.9909197860049068
64,0.981104366696956
65,0.9055618603168827
66,0.9864142696635637
67,0.9972301756059536
68,0.9907253168782327
69,0.9915890771076555
70,0.9738427958557053
71,0.9912372576472545
72,0.9929738042565739
73,0.9763825154799263
74,0.9396372445274959
75,0.9807820127824599
76,0.9945557780138492
77,0.9825620020221781
78,0.9742765049235733
79,0.994965779089709
80,0.9880621882939483
81,0.9700687370129737
82,0.9973843690253638
83,0.9901484262267752
84,0.9892551305705102
85,0.9890169949014679
86,0.9883398722648262
87,0.9772500072031023
88,0.9963483925049254
89,0.9808739133381467
90,0.9838283080018346
91,0.9944096487782293
92,0.9938261023612984
93,0.9824727675529872
94,0.9970302357572683
95,0.9918495719525684
96,0.9903569206072544
97,0.9872067488942889
98,0.9870310537834651
99,0.9915573120559167
