query,completo
0,0.9523122453534195
1,0.9878106718726238
2,0.9835586261395188
3,0.9500563008105443
4,0.9724237888248531
5,0.9982093857103317
6,0.9946744802894407
7,0.9336433291858486
8,0.9718359491147887
9,0.9940595219872944
10,0.9945718192407513
11,0.9824902487717201
12,0.9975934142506645
13,0.9902521988055165
14,0.9765196791954521
15,0.9885367659800472
16,0.9680885149826264
17,0.9707133072613205
18,0.9695983363770967
19,0.9971703380095271
20,0.9680276566338618
21,0.9811858440931827
22,0.9605596089864772
23,0.9891890661564274
24,0.9666922416414452
25,0.9788138714161104
26,0.9591115457543687
27,0.9991221705907387
28,0.9904597256209818
29,0.9954544887072508
30,0.9913695969599936
31,0.9893210937295543
32,0.9818131663770219
33,0.9762639585405789
34,0.9827759471657451
35,0.9953004362765406
36,0.9858433990949377
37,0.9912509828199356
38,0.9885136224008102
39,0.9771094738100241
40,0.9696396963672868
41,0.9948951008588551
42,0.9908900624411804
43,0.9860394092024956
44,0.9967564638039271
45,0.9952037087250352
46,0.977702386898128
47,0.9835726690152266
48,0.9781959982830611
49,0.995570713425595
50,0.9839783228989056
51,0.9938694687906716
52,0.9953360943628169
53,0.9836485174413409
54,0.9840854820085149
55,0.9684272642369361
56,0.9732101343147463
57,0.9920569338203299
58,0.9832509708662946
59,0.9778225353333792
60,0.9619242067273679
61,0.9802844093733898
62,0.9856775003024043
63,0.989766629345143
64,0.9668400641318059
65,0.9723437795854772
66,0.9869574258071703
67,0.9833716013255406
68,0.9968018013436358
69,0.9958512101606395
70,0.9685724890556767
71,0.987069773528769
72,0.984112612985488
73,0.9789318668409349
74,0.9253270293343913
75,0.956784960065588
76,0.9788383430074856
77,0.9840197950457248
78,0.9769668981666474
79,0.9943468922013992
80,0.9880621882939483
81,0.9893660204289411
82,0.9986174852148533
83,0.9828806199797846
84,0.987105496250111
85,0.9835155262644047
86,0.9931197071959836
87,0.980926773662396
88,0.9831351718044269
89,0.9668267065212431
90,0.981626445545932
91,0.9854432695117818
92,0.9896299059082485
93,0.9912936383768925
94,0.9913691209179418
95,0.9833042127746785
96,0.9948960150074618
97,0.9701487114152304
98,0.9918227854576087
99,0.9915573120559167
