query,completo,solo_r,knn_euclideo
0,0.931604741005299,0.9562658345058895,0.9521919210010918
1,0.9677532016338994,0.9775642189676814,0.9677532016338994
2,0.9342844284768634,0.9342844284768634,0.9342535352169595
3,0.960926046354781,0.9725973361064362,0.845687782068213
4,0.9958152546510921,0.9775211184226666,0.9775211184226666
5,0.9949087609569467,0.9949087609569467,0.9954377208575237
6,1.0,1.0,1.0
7,1.0,1.0,1.0
8,0.9467909568766799,0.9616983829338428,0.9685552134287934
9,0.9484117293551879,0.9630653739302764,0.9484117293551879
10,0.9836059148839339,0.9451715490453368,0.9490610405963018
11,0.9660909463607862,0.9333333333333335,0.9666666666666666
12,0.8928796741477854,0.8960713806020685,0.8960713806020685
13,0.9046783004527809,0.915177215361597,0.9218858407350665
14,1.0,0.9722324021761369,0.9722324021761369
15,0.9636033679655945,0.9542581470132975,0.9371414644914272
16,1.0,1.0,1.0
17,0.8547827821025149,0.8547827821025149,0.8547827821025149
18,1.0,1.0,0.9982941761447989
19,0.9712811862889028,0.9712811862889028,0.9712811862889028
20,0.8827367447177921,0.8621388832967231,0.8552517625868661
21,0.9535445850021051,0.9510592028249654,0.9235696004370757
22,0.9592740111645235,0.9406368293192157,0.9453095281160491
23,1.0,1.0,0.9942282618839202
24,0.9817058637715745,0.9554657482719635,0.9712811862889028
25,0.9913343529588677,0.9913343529588677,0.9913343529588677
26,0.9473543758400762,0.8961401089738631,0.9175346261828742
27,1.0,1.0,1.0
28,0.8940389379300953,0.8940389379300953,0.8940389379300953
29,0.8346000029332173,0.8275576801999333,0.8315126622323498
30,1.0,1.0,1.0
31,0.9267006359606231,0.9117070338310087,0.9267006359606231
32,0.9714005165659501,0.9804995981646777,0.9296362311593085
33,0.9205824615292928,0.8418339091114224,0.9503273107551544
34,0.9886363636363636,0.9886363636363636,0.9903846153846154
35,0.9877841797012169,0.9778690178736315,0.991864205239159
36,0.9356375088911105,0.953829360692813,0.9343946221331351
37,1.0,1.0,0.96
38,0.9955082081581627,0.9398601588769049,0.9774606616500878
39,0.9888888888888888,0.9888888888888888,0.9893617021276596
40,0.9870129870129869,0.9870129870129869,0.9870129870129869
41,0.9827586206896551,0.9827586206896551,0.9838709677419354
42,0.9503329297065561,0.9751170140447764,0.9751170140447764
43,1.0,1.0,1.0
44,0.9938360981747274,0.9938360981747274,0.9939523982091664
45,0.9877841797012169,0.9803779653324356,0.9803779653324356
46,0.96659139686933,0.96659139686933,0.96659139686933
47,0.9206203104026585,0.8667345673185832,0.9068792037742207
48,0.9078895725265325,0.9078895725265325,0.9078895725265325
49,0.9812204583573726,0.9799961549067143,0.9812275582422368
50,0.9849717007543587,0.8796625314922046,0.9857767882139465
51,0.9615384615384615,0.9615384615384615,0.9615384615384615
52,0.9634117275431491,0.9712811862889028,0.9712811862889028
53,0.8799900948233071,0.9794691623496763,0.9358136343266537
54,0.944763743693027,0.8984893521373305,0.944023631568622
55,1.0,1.0,1.0
56,0.9482475088564121,0.8382903855352729,0.9434229716905415
57,0.9705669479986534,0.9803779653324356,0.9803779653324356
58,0.8534369912485867,0.8534369912485867,0.8534369912485867
59,0.9930365336276615,1.0,0.9945674085607765
60,0.9464664136890312,0.9464664136890312,0.9464664136890312
61,0.9008636626471189,0.9008636626471189,0.9008636626471189
62,0.9423076923076923,0.9423076923076923,0.9423076923076923
63,0.9836558059014351,0.9653616696730096,0.9653616696730096
64,0.9531161853207585,0.9206712513174674,0.8875887439746687
65,0.9905178588092979,0.9758636406054851,0.9637251984324688
66,0.9407738896802829,0.9174452699583787,0.9383794123883195
67,0.9802975709363823,0.9796137471757309,0.9802975709363823
68,0.9938920898506084,0.9803779653324356,0.9803779653324356
69,0.9196316556189337,0.9196316556189337,0.9196316556189337
70,0.9697898145336714,0.9628226813794695,0.970057769576767
71,1.0,1.0,1.0
72,0.9814752515140769,0.9076672538543811,0.9898820029366439
73,0.9899138256111094,0.9490297216502336,0.9677435621258104
74,0.9837519117978768,0.9900011764910012,0.9766027529889423
75,0.9952558320990791,0.9945145558645601,0.9952558320990791
76,1.0,1.0,1.0
77,0.9051350444698812,0.9051350444698812,0.9055534520666916
78,0.9238834785371388,0.9070194535262938,0.9202647905017217
79,1.0,1.0,1.0
80,0.9093762703741959,0.9093762703741959,0.907499223368381
81,0.9990823969714112,1.0,0.9981652472563077
82,0.9877841797012169,0.9705669479986534,0.9705669479986534
83,1.0,1.0,1.0
84,0.9584565021709728,0.886774018161831,0.8915355701422023
85,0.9545454545454546,0.9545454545454546,0.9545454545454546
86,0.9895833333333333,0.9895833333333333,0.9895833333333333
87,0.9963742821832544,0.8721403451736306,0.9821767623381723
88,0.9402162929687181,0.9411338959973067,0.9403797017272336
89,0.8366964194832284,0.8870094646140276,0.8633581254244153
90,1.0,1.0,1.0
91,0.8880156958269811,0.907583159177466,0.8508752165513827
92,0.9615384615384615,0.9615384615384615,0.9615384615384615
93,0.9055914326758097,0.8783225918629528,0.928068586444762
94,0.9615384615384615,0.9479789326777195,0.9791666666666666
95,0.9088476511464524,0.9088476511464524,0.9088476511464524
96,0.9965034875989793,0.9913824942710803,0.9967688916326802
97,0.9857142857142859,0.9857142857142859,0.9857142857142859
98,0.9545549740517536,0.9331298238727326,0.9531908767109128
99,0.9987196236810388,0.9797037175246078,0.9777509329948763
