query,completo
0,0.7871638275067198
1,0.7395334466591683
2,0.6501849702234929
3,0.48706087023415695
4,0.6071423856553791
5,0.9008636626471189
6,0.38743694341130225
7,0.6936593172756144
8,0.6701716093146859
9,0.5736267610780716
10,0.4875773545471476
11,0.5758810955390178
12,0.461343346869505
13,0.6566288376051107
14,0.7159319203496064
15,0.7468856787363479
16,0.924301329451995
17,0.6767822883418158
18,0.9339091084314125
19,0.6892792150192397
20,0.6567035774309103
21,0.6099899933186155
22,0.5929718491442446
23,0.5968959243555185
24,0.8739341563463326
25,0.6512019152469255
26,0.6887514078181296
27,0.7314960206962181
28,0.6116023193019637
29,0.19158520788193625
30,0.5538474338514777
31,0.6419910681441025
32,0.6930655072416023
33,0.7199178543944382
34,0.6862464334691719
35,0.6983332929748128
36,0.6752751145595054
37,0.5335943191897545
38,0.7178405488260665
39,0.8473825580301494
40,0.9334739949321356
41,0.7161394210735958
42,0.5729107568063069
43,0.6466789006124808
44,0.8509863509388742
45,0.5059594140613927
46,0.5347642522329926
47,0.5496055132995871
48,0.7073601700278497
49,0.6861163309134518
50,0.7626049290599076
51,0.43070998796789906
52,0.5868603668875032
53,0.6698175398412796
54,0.5969056860874131
55,0.6702598464548786
56,0.539684801793451
57,0.8197470591872632
58,0.6213868368100434
59,0.8101987172083424
60,0.5969056860874131
61,0.6699671549208032
62,0.4387638257586604
63,0.4124125376221741
64,0.6795118453357208
65,0.6467183917259764
66,0.6832502048082313
67,0.7834988067816242
68,0.7504104984802576
69,0.5428229074230704
70,0.6601912471752752
71,0.7867461507334154
72,0.749374581134072
73,0.6044073825775973
74,0.5347156109683886
75,0.7651221024995652
76,0.765131554972309
77,0.8639435134877406
78,0.7047928331747823
79,0.6268224002283708
80,0.5808729957312522
81,0.754532761181666
82,0.5433073678179305
83,0.8203269442492456
84,0.6630408497423608
85,0.5924707968935525
86,0.6248320143513946
87,0.6084029525622847
88,0.7325642602723446
89,0.6855109599921729
90,0.7209714969103044
91,0.7565288944685222
92,0.8153318731828643
93,0.5566207835176264
94,0.5306099382875369
95,0.5221339302383481
96,0.6608843023182804
97,0.546126408143296
98,0.507498532263977
99,0.6144730657634906
