query,completo
0,0.5961689440258949
1,0.5703495268027085
2,0.5369141087159277
3,0.6073227865584122
4,0.5704522880982479
5,0.4479271556120076
6,0.4643471635436646
7,0.39007226102389314
8,0.43135820337337294
9,0.5490319289358818
10,0.5904076448915899
11,0.25886113686321155
12,0.6092975337540179
13,0.4391245816102503
14,0.4193723433909798
15,0.28212021688547645
16,0.4405658760938541
17,0.7405464425242191
18,0.2989597336989323
19,0.6826207031778303
20,0.6085057428063907
21,0.5374364510347153
22,0.3879988523329331
23,0.5358630915808864
24,0.31891776450786025
25,0.5270276427526995
26,0.5716858153154738
27,0.5045614802589663
28,0.4018633161906545
29,0.46784042658092895
30,0.4896520976883361
31,0.445678276969404
32,0.7996502170674954
33,0.6142320990493909
34,0.5606983462774828
35,0.40687944915725793
36,0.5366346176205979
37,0.546385047098135
38,0.30347487985476046
39,0.3394259333727162
40,0.35220463308889793
41,0.6538271215161661
42,0.6117217982974685
43,0.6143674749145117
44,0.4390149401620359
45,0.2965784061175905
46,0.38393479345851456
47,0.38357127509717776
48,0.5587845755496299
49,0.42467234016873084
50,0.446051340563671
51,0.5964175595787863
52,0.6205135693082543
53,0.4638072360715269
54,0.648963394420173
55,0.3789739642838268
56,0.6271647197460682
57,0.4063856155350453
58,0.5350561248046102
59,0.6562344535081998
60,0.5259786858912624
61,0.6556314679521671
62,0.5222604884182777
63,0.5608326093567225
64,0.42667379512972997
65,0.4776524604864485
66,0.6230693340347746
67,0.49700694535828344
68,0.6863172184952728
69,0.7646153730029309
70,0.6610272457970416
71,0.5422355618916911
72,0.5530336272357266
73,0.6075096436968078
74,0.509662183630398
75,0.4724998858093377
76,0.5013711410479811
77,0.558828969992756
78,0.2206495889678836
79,0.5393773360955052
80,0.4892203500926431
81,0.6037921728365401
82,0.6107984469801871
83,0.5080884734376618
84,0.483028587158296
85,0.5944287160595207
86,0.5334004126229791
87,0.5700241730332528
88,0.40444691467079413
89,0.47945254945250654
90,0.3722891573793218
91,0.5967768854030759
92,0.4576033083650052
93,0.6185882495392994
94,0.45049824540867583
95,0.5160570103977666
96,0.3699563411379097
97,0.5831117513896236
98,0.5925169039119144
99,0.6548236859407828
