query,completo,solo_r,knn_euclideo
0,0.9504454601375929,0.9512567492857026,0.9464114188287557
1,0.9884484893456099,0.9576859662648438,0.9876227585514173
2,0.9818019399388592,0.966421266022428,0.9818019399388592
3,0.880373125380828,0.8440286823677966,0.9446365315388466
4,0.9828223108259102,0.9856972621257072,0.9856041695514449
5,0.9989458323520304,0.9886618384270126,0.9989458323520304
6,0.9249730612199342,0.9281465269091171,0.9468522652519945
7,0.9661806158611547,0.9207040600791679,0.920212175169889
8,0.9598900229691242,0.968343893727244,0.9275888249117372
9,0.9808390062653488,0.9946924422545377,0.9941632284336335
10,0.9575558480068481,0.9604561208283088,0.9650298617113553
11,0.9309300982721407,0.9657904280412707,0.9402917780203041
12,0.9958309627114149,0.986046694620139,0.9942519085620832
13,0.992194719275137,0.9480659802392424,0.9946257065184857
14,0.9610552935995699,0.9640673875428801,0.9707835431979952
15,0.9558148700253307,0.9259860789245544,0.9772117561597471
16,0.9747824682469141,0.973814986419735,0.9743210665611485
17,0.9730444128459705,0.9576226955244237,0.9692632305738439
18,0.9649820914896635,0.9630170016390215,0.9677934219690641
19,0.9927144620874067,0.9983360743391054,0.9973363479858027
20,0.9589150470713603,0.9604544699578017,0.9604414435663411
21,0.9726337696928078,0.9743142474701666,0.9765486385970752
22,0.9665525517530715,0.952541771506022,0.9515624181737763
23,0.9730445076051569,0.9666132372464242,0.982039668209247
24,0.9637242688084823,0.9762105147568907,0.964793966731167
25,0.941338545534332,0.9316172462623921,0.9448179245915722
26,0.9344148785694006,0.9366259702486833,0.9352008646147936
27,0.990737696474784,0.9910967051035682,0.9899501349524121
28,0.9924774042421988,0.9761271686496555,0.9906891249651149
29,0.9355433485566282,0.9284382708180472,0.9400337031956508
30,0.9916209781401041,0.9914010239825861,0.9922430139424733
31,0.9533255686069096,0.9343848938575209,0.9543373955205523
32,0.9847452801704731,0.9586302649703656,0.9782904248602574
33,0.986468493145952,0.9321413622997698,0.9782735164341592
34,0.9708145089410659,0.9646170316948112,0.9762961939990348
35,0.9935712283862623,0.9916247984889814,0.9936139598863336
36,0.9803722591948412,0.9860873571428612,0.9761972935253077
37,0.9900627003025806,0.9785140957691331,0.9866293800868386
38,0.9885136224008102,0.9615094924819925,0.9885136224008102
39,0.9210171341027825,0.9057419581184092,0.9210171341027825
40,0.9487787436075137,0.9151267232006112,0.9513389591685563
41,0.9962900969102951,0.9965614833784749,0.9966538228725799
42,0.9865787275583886,0.9901935439967082,0.9872420572068032
43,0.9839539898858435,0.981831137683442,0.9877795430231378
44,0.9811804047219097,0.9917274601060895,0.987200806704398
45,0.9982730142142736,0.9869027149022147,0.9921815692613957
46,0.9766555721881213,0.9806639636435247,0.9766555721881213
